pathID,sequence,distanceAlongPathMetre,elevationMetres,latitude,longitude
1,91,10,220.63,43.15688,-1.23993
1,92,10,220.9,43.15679,-1.23996
1,93,10,221.19,43.15671,-1.24
1,94,10,221.44,43.15662,-1.24003
1,95,10,221.68,43.15653,-1.24006
1,96,10,221.92,43.15645,-1.24009
1,97,10,222.35,43.15636,-1.24013
1,98,10,223.05,43.15628,-1.24018
1,99,10,223.84,43.1562,-1.24024
1,100,10,224.62,43.15612,-1.2403
1,101,10,225.41,43.15604,-1.24036
1,102,10,226.23,43.15597,-1.24043
1,103,10,227.01,43.15589,-1.24049
1,104,10,227.87,43.15581,-1.24056
1,105,10,228.69,43.15574,-1.24063
1,106,10,229.55,43.15566,-1.24069
1,107,10,230.88,43.15559,-1.24076
1,108,10,232.86,43.15552,-1.24083
1,109,10,234.91,43.15553,-1.24095
1,110,10,236.38,43.1555,-1.24101
1,111,10,237.15,43.15541,-1.24099
1,112,10,238.28,43.15532,-1.24099
1,113,10,240.06,43.15524,-1.24103
1,114,10,241.8,43.15515,-1.24106
1,115,10,243.76,43.15506,-1.2411
1,116,10,245.62,43.15498,-1.24114
1,117,10,247.56,43.15489,-1.24118
1,118,10,249.25,43.15481,-1.24122
1,119,10,250.77,43.15472,-1.24125
1,120,10,252.36,43.15464,-1.2413
1,121,10,253.76,43.15455,-1.24134
1,122,10,254.94,43.15447,-1.24138
1,123,10,256.09,43.15439,-1.24143
1,124,10,257.26,43.1543,-1.24147
1,125,10,258.62,43.15422,-1.24152
1,126,10,259.77,43.15413,-1.24156
1,127,10,260.64,43.15405,-1.24159
1,128,10,261.5,43.15396,-1.24162
1,129,10,262.15,43.15387,-1.24164
1,130,10,262.77,43.15378,-1.24166
1,131,10,263.47,43.15369,-1.24169
1,132,10,263.97,43.15361,-1.24171
1,133,10,264.02,43.15352,-1.24174
1,134,10,264.05,43.15343,-1.24177
1,135,10,264.03,43.15334,-1.2418
1,136,10,264.02,43.15326,-1.24183
1,137,10,263.94,43.15317,-1.24186
1,138,10,263.83,43.15308,-1.24189
1,139,10,263.68,43.15299,-1.24192
1,140,10,263.48,43.15291,-1.24195
1,141,10,262.81,43.15282,-1.24197
1,142,10,262.22,43.15273,-1.242
1,143,10,261.56,43.15264,-1.24202
1,144,10,260.99,43.15255,-1.24205
1,145,10,260.53,43.15247,-1.24208
1,146,10,259.98,43.15238,-1.24211
1,147,10,259.45,43.15229,-1.24214
1,148,10,258.92,43.1522,-1.24216
1,149,10,258.62,43.15212,-1.24219
1,150,10,258.39,43.15203,-1.24223
1,151,10,258.25,43.15195,-1.24227
1,152,10,258.19,43.15186,-1.24232
1,153,10,258.08,43.15178,-1.24236
1,154,10,258.05,43.15169,-1.24241
1,155,10,257.97,43.15161,-1.24245
1,156,10,258.05,43.15153,-1.2425
1,157,10,257.83,43.15144,-1.24254
1,158,10,257.71,43.15136,-1.24259
1,159,10,257.36,43.15128,-1.24263
1,160,10,256.91,43.15119,-1.24268
1,161,10,256.28,43.15111,-1.24271
1,162,10,255.39,43.15102,-1.24273
1,163,10,254.4,43.15093,-1.24274
1,164,10,253.75,43.15084,-1.24276
1,165,10,253.95,43.15075,-1.24277
1,166,10,254.18,43.15066,-1.24279
1,167,10,254.33,43.15057,-1.24279
1,168,10,254.5,43.15048,-1.2428
1,169,10,254.64,43.15039,-1.24279
1,170,10,254.78,43.1503,-1.24277
1,171,10,254.91,43.15022,-1.24274
1,172,10,254.91,43.15013,-1.24271
1,173,10,254.77,43.15004,-1.24268
1,174,10,254.68,43.14995,-1.24265
1,175,10,254.65,43.14987,-1.24262
1,176,10,254.65,43.14978,-1.24259
1,177,10,254.69,43.14969,-1.24256
1,178,10,254.78,43.1496,-1.24253
1,179,10,254.81,43.14952,-1.24252
1,180,10,254.74,43.14943,-1.24252
1,181,10,254.59,43.14934,-1.24253
1,182,10,254.49,43.14925,-1.24253
1,183,10,254.32,43.14916,-1.24254
1,184,10,254.23,43.14907,-1.24254
1,185,10,254.22,43.14898,-1.24253
1,186,10,254.32,43.14889,-1.24251
1,187,10,254.36,43.1488,-1.2425
1,188,10,254.86,43.14871,-1.24249
1,189,10,255.47,43.14862,-1.24247
1,190,10,255.98,43.14853,-1.24246
1,191,10,256.5,43.14844,-1.24245
1,192,10,257.03,43.14835,-1.24244
1,193,10,257.31,43.14826,-1.24245
1,194,10,257.46,43.14817,-1.24247
1,195,10,257.76,43.14808,-1.24249
1,196,10,258.15,43.14799,-1.24252
1,197,10,258.81,43.1479,-1.24253
1,198,10,259.38,43.14782,-1.24254
1,199,10,260.03,43.14773,-1.24255
1,200,10,260.69,43.14764,-1.24256
1,201,10,261.73,43.14755,-1.24254
1,202,10,262.65,43.14746,-1.24253
1,203,10,263.35,43.14737,-1.24252
1,204,10,264.08,43.14728,-1.2425
1,205,10,264.79,43.14719,-1.24248
1,206,10,265.82,43.14711,-1.24243
1,207,10,266.88,43.14702,-1.24238
1,208,10,267.87,43.14694,-1.24233
1,209,10,268.85,43.14686,-1.24228
1,210,10,269.69,43.14678,-1.24224
1,211,10,270.39,43.14669,-1.24219
1,212,10,270.83,43.14661,-1.24214
1,213,10,271.59,43.14653,-1.24208
1,214,10,272.62,43.14647,-1.242
1,215,10,273.57,43.1464,-1.24192
1,216,10,274.44,43.14633,-1.24184
1,217,10,275.24,43.14626,-1.24176
1,218,10,275.96,43.14619,-1.24168
1,219,10,276.62,43.14612,-1.2416
1,220,10,277.26,43.14606,-1.24152
1,221,10,278.04,43.14599,-1.24144
1,222,10,279.07,43.14592,-1.24136
1,223,10,280.05,43.14585,-1.24128
1,224,10,280.98,43.14578,-1.2412
1,225,10,281.72,43.14571,-1.24113
1,226,10,282.56,43.14564,-1.24105
1,227,10,283.35,43.14557,-1.24097
1,228,10,283.91,43.14549,-1.2409
1,229,10,284.47,43.14542,-1.24083
1,230,10,285.08,43.14535,-1.24076
1,231,10,285.85,43.14527,-1.24069
1,232,10,286.59,43.1452,-1.24062
1,233,10,287.15,43.14512,-1.24056
1,234,10,287.66,43.14504,-1.2405
1,235,10,288.14,43.14496,-1.24044
1,236,10,288.57,43.14488,-1.24038
1,237,10,288.85,43.1448,-1.24033
1,238,10,289.0,43.14472,-1.24029
1,239,10,289.54,43.14463,-1.24025
1,240,10,290.31,43.14455,-1.24021
1,241,10,291.12,43.14446,-1.24017
1,242,10,291.72,43.14437,-1.24015
1,243,10,292.22,43.14428,-1.24014
1,244,10,292.53,43.14419,-1.24015
1,245,10,292.63,43.14411,-1.24018
1,246,10,292.55,43.14403,-1.24023
1,247,10,292.84,43.14395,-1.24029
1,248,10,293.24,43.14388,-1.24036
1,249,10,293.61,43.14381,-1.24044
1,250,10,294.25,43.14373,-1.24051
1,251,10,294.71,43.14366,-1.24059
1,252,10,295.21,43.14359,-1.24067
1,253,10,295.84,43.14352,-1.24074
1,254,10,296.56,43.14345,-1.24082
1,255,10,297.37,43.14338,-1.24089
1,256,10,298.38,43.1433,-1.24096
1,257,10,299.52,43.14323,-1.24102
1,258,10,300.68,43.14315,-1.24109
1,259,10,301.51,43.14308,-1.24116
1,260,10,302.4,43.143,-1.24123
1,261,10,302.97,43.14293,-1.2413
1,262,10,303.58,43.14285,-1.24137
1,263,10,304.27,43.14277,-1.24142
1,264,10,304.84,43.14269,-1.24147
1,265,10,305.76,43.1426,-1.24149
1,266,10,306.63,43.14251,-1.2415
1,267,10,307.32,43.14242,-1.24152
1,268,10,308.15,43.14233,-1.24153
1,269,10,309.14,43.14224,-1.24153
1,270,10,310.31,43.14215,-1.24152
1,271,10,311.51,43.14206,-1.24151
1,272,10,312.72,43.14197,-1.2415
1,273,10,313.29,43.14188,-1.24149
1,274,10,313.49,43.1418,-1.24148
1,275,10,313.9,43.14171,-1.24146
1,276,10,314.08,43.14162,-1.24145
1,277,10,314.25,43.14153,-1.24144
1,278,10,314.77,43.14144,-1.24141
1,279,10,315.47,43.14135,-1.24137
1,280,10,316.01,43.14127,-1.24134
1,281,10,315.73,43.14118,-1.24131
1,282,10,315.43,43.14109,-1.24127
1,283,10,315.07,43.14101,-1.24124
1,284,10,314.97,43.14092,-1.24119
1,285,10,315.0,43.14084,-1.24114
1,286,10,315.04,43.14076,-1.24109
1,287,10,315.3,43.14068,-1.24103
1,288,10,315.38,43.1406,-1.24098
1,289,10,315.49,43.14052,-1.24091
1,290,10,315.49,43.14045,-1.24084
1,291,10,315.11,43.14037,-1.24078
1,292,10,314.53,43.1403,-1.24071
1,293,10,313.7,43.14022,-1.24064
1,294,10,313.03,43.14015,-1.24058
1,295,10,312.34,43.14007,-1.24051
1,296,10,311.89,43.14,-1.24044
1,297,10,311.34,43.13992,-1.24037
1,298,10,311.01,43.13985,-1.2403
1,299,10,310.86,43.13978,-1.24022
1,300,10,310.67,43.13971,-1.24015
1,301,10,310.57,43.13964,-1.24007
1,302,10,309.82,43.13957,-1.24
1,303,10,309.22,43.13949,-1.23992
1,304,10,308.91,43.13942,-1.23985
1,305,10,308.9,43.13935,-1.23977
1,306,10,309.03,43.13928,-1.2397
1,307,10,309.36,43.13921,-1.23963
1,308,10,309.52,43.13913,-1.23957
1,309,10,309.71,43.13905,-1.23951
1,310,10,309.97,43.13897,-1.23945
1,311,10,310.24,43.13889,-1.23939
1,312,10,309.76,43.13881,-1.23933
1,313,10,309.38,43.13873,-1.23927
1,314,10,309.09,43.13865,-1.23922
1,315,10,308.88,43.13857,-1.23917
1,316,10,308.76,43.13848,-1.23914
1,317,10,308.92,43.1384,-1.2391
1,318,10,309.08,43.13831,-1.23907
1,319,10,309.25,43.13822,-1.23904
1,320,10,309.35,43.13813,-1.23903
1,321,10,309.5,43.13804,-1.23901
1,322,10,309.62,43.13795,-1.239
1,323,10,309.78,43.13786,-1.23898
1,324,10,310.17,43.13778,-1.23897
1,325,10,311.0,43.13769,-1.23895
1,326,10,311.82,43.1376,-1.23893
1,327,10,312.62,43.13751,-1.23891
1,328,10,313.46,43.13742,-1.23887
1,329,10,314.17,43.13734,-1.23884
1,330,10,314.9,43.13726,-1.23879
1,331,10,315.68,43.13717,-1.23873
1,332,10,316.18,43.13709,-1.23868
1,333,10,316.44,43.13701,-1.23862
1,334,10,316.41,43.13694,-1.23855
1,335,10,316.21,43.13687,-1.23847
1,336,10,315.94,43.1368,-1.23839
1,337,10,315.94,43.13672,-1.23833
1,338,10,316.14,43.13664,-1.23829
1,339,10,316.54,43.13655,-1.23826
1,340,10,316.89,43.13646,-1.23823
1,341,10,317.44,43.13638,-1.23821
1,342,10,317.98,43.13629,-1.23818
1,343,10,318.49,43.1362,-1.23815
1,344,10,318.97,43.13611,-1.23812
1,345,10,319.77,43.13602,-1.23811
1,346,10,320.55,43.13593,-1.2381
1,347,10,321.56,43.13585,-1.23811
1,348,10,322.69,43.13576,-1.23812
1,349,10,322.68,43.13567,-1.23812
1,350,10,322.84,43.13558,-1.23813
1,351,10,323.01,43.13549,-1.23814
1,352,10,322.99,43.1354,-1.23814
1,353,10,322.75,43.13531,-1.23813
1,354,10,322.72,43.13522,-1.23813
1,355,10,322.21,43.13513,-1.23811
1,356,10,321.66,43.13504,-1.2381
1,357,10,320.37,43.13495,-1.23808
1,358,10,319.33,43.13486,-1.23807
1,359,10,319.02,43.13477,-1.23809
1,360,10,319.5,43.13469,-1.23814
1,361,10,320.45,43.13461,-1.23821
1,362,10,321.46,43.13454,-1.23828
1,363,10,323.02,43.13448,-1.23837
1,364,10,324.23,43.13441,-1.23845
1,365,10,326.01,43.13435,-1.23854
1,366,10,328.0,43.13428,-1.23863
1,367,10,329.79,43.13422,-1.23871
1,368,10,331.44,43.13415,-1.2388
1,369,10,332.8,43.13408,-1.23887
1,370,10,333.83,43.134,-1.23892
1,371,10,334.29,43.13391,-1.23894
1,372,10,334.11,43.13382,-1.23893
1,373,10,333.92,43.13373,-1.23892
1,374,10,333.93,43.13364,-1.2389
1,375,10,333.86,43.13356,-1.23887
1,376,10,333.28,43.13348,-1.23882
1,377,10,332.19,43.1334,-1.23875
1,378,10,330.62,43.13334,-1.23867
1,379,10,329.07,43.13327,-1.23859
1,380,10,327.24,43.1332,-1.2385
1,381,10,325.64,43.13313,-1.23842
1,382,10,323.96,43.13307,-1.23834
1,383,10,323.48,43.13298,-1.2383
1,384,10,324.03,43.13289,-1.2383
1,385,10,325.28,43.13281,-1.23833
1,386,10,326.81,43.13272,-1.23837
1,387,10,328.27,43.13264,-1.23841
1,388,10,329.74,43.13255,-1.23845
1,389,10,331.14,43.13247,-1.23849
1,390,10,332.79,43.13238,-1.23854
1,391,10,334.31,43.13231,-1.2386
1,392,10,334.94,43.13223,-1.23867
1,393,10,335.66,43.13216,-1.23874
1,394,10,336.54,43.13209,-1.23881
1,395,10,337.52,43.13201,-1.23889
1,396,10,338.35,43.13194,-1.23896
1,397,10,339.42,43.13187,-1.23904
1,398,10,339.96,43.1318,-1.2391
1,399,10,339.95,43.13171,-1.23915
1,400,10,340.05,43.13163,-1.2392
1,401,10,339.87,43.13155,-1.23925
1,402,10,339.46,43.13147,-1.2393
1,403,10,338.98,43.13139,-1.23936
1,404,10,339.12,43.13132,-1.23944
1,405,10,339.37,43.13125,-1.23952
1,406,10,339.94,43.13119,-1.23961
1,407,10,339.91,43.13112,-1.23969
1,408,10,340.0,43.13106,-1.23977
1,409,10,340.36,43.131,-1.23987
1,410,10,340.55,43.13094,-1.23996
1,411,10,341.57,43.13088,-1.24006
1,412,10,342.29,43.13082,-1.24015
1,413,10,343.45,43.13078,-1.24025
1,414,10,344.79,43.13074,-1.24036
1,415,10,346.45,43.13071,-1.24048
1,416,10,347.94,43.13068,-1.24059
1,417,10,349.6,43.13065,-1.24071
1,418,10,350.26,43.13062,-1.24083
1,419,10,349.89,43.13058,-1.24094
1,420,10,349.44,43.13053,-1.24104
1,421,10,349.11,43.13048,-1.24115
1,422,10,348.67,43.13042,-1.24123
1,423,10,348.08,43.13034,-1.2413
1,424,10,347.64,43.13027,-1.24136
1,425,10,347.94,43.13019,-1.24142
1,426,10,348.23,43.13011,-1.24149
1,427,10,348.44,43.13003,-1.24155
1,428,10,348.75,43.12995,-1.24161
1,429,10,349.12,43.12988,-1.24167
1,430,10,349.63,43.1298,-1.24173
1,431,10,350.29,43.12975,-1.24184
1,432,10,351.0,43.12971,-1.24195
1,433,10,351.75,43.12967,-1.24205
1,434,10,352.86,43.12963,-1.24217
1,435,10,354.38,43.1296,-1.24228
1,436,10,355.98,43.12958,-1.2424
1,437,10,357.82,43.12955,-1.24252
1,438,10,359.6,43.12952,-1.24263
1,439,10,361.56,43.12949,-1.24275
1,440,10,363.1,43.1295,-1.24287
1,441,10,365.08,43.12951,-1.24299
1,442,10,366.84,43.12953,-1.24311
1,443,10,368.57,43.12955,-1.24323
1,444,10,370.07,43.12958,-1.24335
1,445,10,371.39,43.12961,-1.24346
1,446,10,372.7,43.12965,-1.24357
1,447,10,374.2,43.12969,-1.24368
1,448,10,375.63,43.12973,-1.24379
1,449,10,377.02,43.12977,-1.2439
1,450,10,377.91,43.12982,-1.244
1,451,10,378.93,43.12987,-1.24411
1,452,10,380.19,43.12991,-1.24422
1,453,10,381.19,43.12996,-1.24432
1,454,10,382.66,43.13,-1.24443
1,455,10,383.63,43.13005,-1.24453
1,456,10,384.8,43.1301,-1.24464
1,457,10,385.72,43.13015,-1.24474
1,458,10,386.62,43.1302,-1.24484
1,459,10,387.36,43.13025,-1.24494
1,460,10,387.44,43.13031,-1.24504
1,461,10,387.61,43.13036,-1.24513
1,462,10,388.82,43.13039,-1.24524
1,463,10,392.22,43.13031,-1.24529
1,464,10,393.33,43.13024,-1.24524
1,465,10,394.19,43.13016,-1.24517
1,466,10,395.2,43.13008,-1.24511
1,467,10,396.37,43.13,-1.24506
1,468,10,397.51,43.12992,-1.24501
1,469,10,399.08,43.12983,-1.24497
1,470,10,400.36,43.12975,-1.24493
1,471,10,401.88,43.12966,-1.24489
1,472,10,403.05,43.12958,-1.24485
1,473,10,404.59,43.12949,-1.24481
1,474,10,405.84,43.12941,-1.24477
1,475,10,406.84,43.12933,-1.24472
1,476,10,408.34,43.12924,-1.24468
1,477,10,409.55,43.12916,-1.24464
1,478,10,411.26,43.12907,-1.24461
1,479,10,412.96,43.12898,-1.24458
1,480,10,414.9,43.12889,-1.24456
1,481,10,416.18,43.12881,-1.24452
1,482,10,417.72,43.12872,-1.24448
1,483,10,418.97,43.12864,-1.24444
1,484,10,420.49,43.12855,-1.2444
1,485,10,421.71,43.12847,-1.24436
1,486,10,423.2,43.12838,-1.24432
1,487,10,425.19,43.12829,-1.2443
1,488,10,426.86,43.1282,-1.24427
1,489,10,427.63,43.12812,-1.24425
1,490,10,428.55,43.12803,-1.24423
1,491,10,429.99,43.12794,-1.24423
1,492,10,431.17,43.12785,-1.24422
1,493,10,432.62,43.12776,-1.24422
1,494,10,433.79,43.12767,-1.24421
1,495,10,435.23,43.12758,-1.24421
1,496,10,436.75,43.12749,-1.24422
1,497,10,437.82,43.1274,-1.24423
1,498,10,438.89,43.12731,-1.24424
1,499,10,439.97,43.12722,-1.24425
1,500,10,441.05,43.12713,-1.24426
1,501,10,442.13,43.12704,-1.24427
1,502,10,443.22,43.12695,-1.24428
1,503,10,444.61,43.12686,-1.2443
1,504,10,445.91,43.12677,-1.24431
1,505,10,447.59,43.12668,-1.24433
1,506,10,449.25,43.12659,-1.24435
1,507,10,451.04,43.12651,-1.24438
1,508,10,453.18,43.12642,-1.24442
1,509,10,455.01,43.12633,-1.24445
1,510,10,456.95,43.12625,-1.24449
1,511,10,460.96,43.12608,-1.24457
1,512,10,462.85,43.12599,-1.2446
1,513,10,464.25,43.1259,-1.24461
1,514,10,465.87,43.12581,-1.24463
1,515,10,467.24,43.12572,-1.24464
1,516,10,468.61,43.12563,-1.24465
1,517,10,470.2,43.12554,-1.24467
1,518,10,471.56,43.12545,-1.24468
1,519,10,473.25,43.12536,-1.2447
1,520,10,474.57,43.12528,-1.24471
1,521,10,476.02,43.12519,-1.24472
1,522,10,477.27,43.1251,-1.24472
1,523,10,478.71,43.12501,-1.24473
1,524,10,480.15,43.12492,-1.24474
1,525,10,482.15,43.12483,-1.24478
1,526,10,484.02,43.12475,-1.24482
1,527,10,486.28,43.12466,-1.24487
2,528,10,492.91,43.12431,-1.24495
2,529,10,494.84,43.12423,-1.24499
2,530,10,496.89,43.12414,-1.24503
2,531,10,498.75,43.12406,-1.24506
2,532,10,500.05,43.12397,-1.24503
2,533,10,500.83,43.12389,-1.24498
2,534,10,501.69,43.12381,-1.24493
2,535,10,502.65,43.12372,-1.24487
2,536,10,503.7,43.12364,-1.24483
2,537,10,505.27,43.12355,-1.24481
2,538,10,506.82,43.12346,-1.24479
2,539,10,508.29,43.12337,-1.24477
2,540,10,509.82,43.12328,-1.24476
2,541,10,510.69,43.1232,-1.24472
2,542,10,511.85,43.12311,-1.24468
2,543,10,512.75,43.12303,-1.24463
2,544,10,513.88,43.12295,-1.24459
2,545,10,515.19,43.12286,-1.24454
2,546,10,516.39,43.12278,-1.24449
2,547,10,517.35,43.12271,-1.24443
2,548,10,518.18,43.12263,-1.24436
2,549,10,519.08,43.12256,-1.24429
2,550,10,520.47,43.12248,-1.24422
2,551,10,521.44,43.12241,-1.24415
2,552,10,522.8,43.12233,-1.2441
2,553,10,524.45,43.12224,-1.24405
2,554,10,525.91,43.12216,-1.244
2,555,10,527.51,43.12208,-1.24396
2,556,10,528.93,43.122,-1.24391
2,557,10,530.0,43.12192,-1.24384
2,558,10,531.7,43.12183,-1.24381
2,559,10,533.32,43.12175,-1.24379
2,560,10,534.14,43.1217,-1.24371
2,561,10,535.62,43.12163,-1.24365
2,562,10,537.75,43.12154,-1.2436
2,563,10,539.77,43.12146,-1.24355
2,564,10,541.96,43.12138,-1.24349
2,565,10,544.25,43.1213,-1.24344
2,566,10,546.64,43.12122,-1.24339
2,567,10,548.96,43.12115,-1.24332
2,568,10,551.29,43.12109,-1.24322
2,569,10,553.46,43.12104,-1.24312
2,570,10,555.75,43.12099,-1.24302
2,571,10,558.51,43.12093,-1.24292
2,572,10,560.99,43.12088,-1.24283
2,573,10,563.38,43.12084,-1.24272
2,574,10,565.82,43.1208,-1.24261
2,575,10,568.69,43.12075,-1.2425
2,576,10,571.25,43.12071,-1.24239
2,577,10,573.87,43.12067,-1.24228
2,578,10,576.51,43.12063,-1.24217
2,579,10,579.64,43.12057,-1.24209
2,580,10,582.47,43.12049,-1.24211
2,581,10,583.67,43.12043,-1.2422
2,582,10,584.29,43.12038,-1.2423
2,583,10,585.8,43.12031,-1.24238
2,584,10,586.73,43.12025,-1.24247
2,585,10,588.05,43.12018,-1.24255
2,586,10,589.91,43.1201,-1.24261
2,587,10,592.15,43.12002,-1.24264
2,588,10,595.52,43.11996,-1.24255
2,589,10,597.78,43.11993,-1.24244
2,590,10,600.15,43.11991,-1.24232
2,591,10,602.41,43.1199,-1.2422
2,592,10,604.44,43.1199,-1.24208
2,593,10,606.38,43.11991,-1.24195
2,594,10,608.37,43.11991,-1.24183
2,595,10,610.56,43.11987,-1.24176
2,596,10,612.18,43.11978,-1.2418
2,597,10,612.84,43.11971,-1.24186
2,598,10,613.65,43.11963,-1.24192
2,599,10,614.36,43.11955,-1.24198
2,600,10,614.97,43.11947,-1.24204
2,601,10,615.47,43.11939,-1.2421
2,602,10,615.78,43.11931,-1.24216
2,603,10,614.61,43.11923,-1.24221
2,604,10,612.4,43.11915,-1.24226
2,605,10,611.59,43.11906,-1.24226
2,606,10,612.2,43.11898,-1.24222
2,607,10,613.96,43.1189,-1.24215
2,608,10,615.7,43.11883,-1.24208
2,609,10,618.81,43.11881,-1.24198
2,610,10,621.57,43.11888,-1.2419
2,611,10,624.71,43.11894,-1.2418
2,612,10,627.93,43.11898,-1.24169
2,613,10,630.98,43.11902,-1.24158
2,614,10,633.97,43.11904,-1.24147
2,615,10,636.8,43.11906,-1.24135
2,616,10,639.4,43.11904,-1.24125
2,617,10,639.97,43.11895,-1.24126
2,618,10,640.52,43.11886,-1.24127
2,619,10,641.04,43.11877,-1.24128
2,620,10,641.52,43.11868,-1.24129
2,621,10,643.49,43.1186,-1.24125
2,622,10,646.48,43.11854,-1.24115
2,623,10,650.26,43.11858,-1.24104
2,624,10,651.41,43.11865,-1.24098
2,625,10,652.08,43.11873,-1.24092
2,626,10,654.22,43.11878,-1.24082
2,627,10,655.83,43.11883,-1.24072
2,628,10,657.66,43.11886,-1.2406
2,629,10,659.14,43.11889,-1.24049
2,630,10,661.64,43.11889,-1.24036
2,631,10,663.95,43.11889,-1.24024
2,632,10,666.26,43.11889,-1.24012
2,633,10,667.46,43.11888,-1.24
2,634,10,669.42,43.11883,-1.2399
2,635,10,672.38,43.11875,-1.23988
2,636,10,675.52,43.11866,-1.23991
2,637,10,677.88,43.11858,-1.23996
2,638,10,678.73,43.1185,-1.24001
2,639,10,679.66,43.11841,-1.24005
2,640,10,680.89,43.11832,-1.24005
2,641,10,682.35,43.11823,-1.24003
2,642,10,683.99,43.11816,-1.23998
2,643,10,686.1,43.11812,-1.23987
2,644,10,687.95,43.11811,-1.23975
2,645,10,690.11,43.11808,-1.23964
2,646,10,692.53,43.11805,-1.23952
2,647,10,693.93,43.11806,-1.23941
2,648,10,694.67,43.11807,-1.23928
2,649,10,695.47,43.11807,-1.23916
2,650,10,696.26,43.11807,-1.23904
2,651,10,696.75,43.11808,-1.23892
2,652,10,699.08,43.11803,-1.23881
2,653,10,701.46,43.11798,-1.23871
2,654,10,702.52,43.11793,-1.2386
2,655,10,703.84,43.11787,-1.23851
2,656,10,705.14,43.11781,-1.23844
2,657,10,706.64,43.11774,-1.23836
2,658,10,708.53,43.11766,-1.2383
2,659,10,710.88,43.11757,-1.23827
2,660,10,713.22,43.11748,-1.23824
2,661,10,715.26,43.1174,-1.23821
2,662,10,717.58,43.11731,-1.23818
2,663,10,719.88,43.11722,-1.23815
